Member No.;Location;Stress;Design;Loading;Design Check;Design Check;
165;0.000;11;DS1;CO9;0.034;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
165;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
165;1.650;;DS1;CO7;0.289;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
165;1.650;8;DS1;CO8;0.366;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
165;1.650;;DS1;CO7;0.289;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
165;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
165;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
165;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
165;0.000;;DS1;RC1;0.389;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
165;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
165;0.825;;DS2;CO27;0.058;SE1100.00;Serviceability | Deflections in z-direction
165;0.990;;DS2;CO38;0.004;SE1200.00;Serviceability | Deflections in y-direction
165;;;;;;;
166;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
166;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
166;0.000;;DS1;CO6;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
166;0.000;1;DS1;CO14;0.014;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
166;0.000;;DS1;CO14;0.007;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
166;0.000;;DS1;CO15;0.008;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
166;0.206;11;DS1;CO14;0.017;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
166;0.000;11;DS1;CO19;0.011;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
166;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
166;1.320;;DS1;CO8;0.308;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
166;0.412;1;DS1;CO13;0.179;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
166;1.650;1;DS1;CO8;0.376;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
166;1.320;;DS1;CO8;0.308;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
166;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
166;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
166;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
166;0.000;;DS1;RC1;0.403;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
166;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
166;0.825;;DS2;CO27;0.067;SE1100.00;Serviceability | Deflections in z-direction
166;0.825;;DS2;CO38;0.012;SE1200.00;Serviceability | Deflections in y-direction
166;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
166;;;;;;;
167;Beam | 1 - IPE 500 | L : 0.150 m;;;;;;
167;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
167;0.000;;DS1;CO6;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
167;0.015;1;DS1;CO13;0.016;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
167;0.150;;DS1;CO7;0.008;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
167;0.000;4;DS1;CO11;0.018;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
167;0.150;11;DS1;CO6;0.011;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
167;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
167;0.000;;DS1;CO7;0.294;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
167;0.150;1;DS1;CO14;0.209;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
167;0.150;1;DS1;CO8;0.376;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
167;0.000;;DS1;CO7;0.294;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
167;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
167;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
167;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
167;0.000;;DS1;RC1;0.403;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
167;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
167;0.075;;DS2;CO27;0.006;SE1100.00;Serviceability | Deflections in z-direction
167;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
167;;;;;;;
168;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
168;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
168;1.650;;DS1;CO6;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
168;1.650;1;DS1;CO14;0.013;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
168;1.650;;DS1;CO13;0.007;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
168;1.650;;DS1;CO17;0.007;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
168;1.444;11;DS1;CO14;0.017;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
168;1.650;11;DS1;CO18;0.010;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
168;0.000;;DS1;CO3;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
168;0.330;;DS1;CO8;0.307;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
168;1.444;1;DS1;CO14;0.174;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
168;0.000;1;DS1;CO9;0.376;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
168;0.330;;DS1;CO8;0.307;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
168;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
168;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
168;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
168;1.650;;DS1;RC1;0.403;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
168;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
168;0.825;;DS2;CO28;0.067;SE1100.00;Serviceability | Deflections in z-direction
168;0.825;;DS2;CO38;0.012;SE1200.00;Serviceability | Deflections in y-direction
168;1.444;;DS1;CO14;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
168;;;;;;;
169;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
169;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
169;1.650;;DS1;CO6;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
169;1.650;;DS1;CO7;0.025;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
169;1.650;11;DS1;CO8;0.034;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
169;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
169;0.000;;DS1;CO5;0.288;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
169;0.000;8;DS1;CO9;0.364;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
169;0.000;;DS1;CO5;0.288;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
169;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
169;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
169;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
169;1.650;;DS1;RC1;0.387;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
169;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
169;0.825;;DS2;CO28;0.058;SE1100.00;Serviceability | Deflections in z-direction
169;0.660;;DS2;CO38;0.004;SE1200.00;Serviceability | Deflections in y-direction
169;;;;;;;
170;Beam | 1 - IPE 500 | L : 1.575 m;;;;;;
170;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
170;1.575;;DS1;CO6;0.028;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
170;1.575;;DS1;CO7;0.043;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
170;1.575;11;DS1;CO8;0.058;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
170;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
170;0.000;;DS1;CO5;0.234;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
170;0.000;8;DS1;CO9;0.301;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
170;0.000;;DS1;CO5;0.234;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
170;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
170;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
170;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
170;1.575;;DS1;RC1;0.321;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
170;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
170;0.787;;DS2;CO24;0.039;SE1100.00;Serviceability | Deflections in z-direction
170;0.945;;DS2;CO30;0.003;SE1200.00;Serviceability | Deflections in y-direction
170;;;;;;;
171;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
171;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
171;1.650;;DS1;CO6;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
171;0.330;;DS1;CO7;0.061;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
171;0.000;11;DS1;CO6;0.085;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
171;1.650;11;DS1;CO8;0.084;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
171;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
171;0.000;;DS1;CO5;0.132;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
171;0.000;1;DS1;CO6;0.178;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
171;0.000;8;DS1;CO9;0.179;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
171;0.000;;DS1;CO5;0.132;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
171;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
171;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
171;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
171;1.650;;DS1;RC1;0.203;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
171;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
171;0.660;;DS2;CO24;0.013;SE1100.00;Serviceability | Deflections in z-direction
171;0.825;;DS2;CO37;0.005;SE1200.00;Serviceability | Deflections in y-direction
171;0.000;;DS1;CO6;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
171;;;;;;;
172;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
172;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
172;1.650;;DS1;CO6;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
172;1.650;1;DS1;CO11;0.020;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
172;0.495;;DS1;CO6;0.077;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
172;1.650;;DS1;CO7;0.081;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
172;0.330;11;DS1;CO8;0.114;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
172;1.650;11;DS1;CO8;0.108;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
172;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
172;1.650;;DS1;CO7;0.262;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
172;1.650;14;DS1;CO18;0.238;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
172;1.650;14;DS1;CO8;0.315;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
172;1.650;;DS1;CO7;0.262;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
172;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
172;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
172;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
172;1.650;;DS1;RC1;0.337;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
172;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
172;0.990;;DS2;CO26;0.034;SE1100.00;Serviceability | Deflections in z-direction
172;0.825;;DS2;CO37;0.005;SE1200.00;Serviceability | Deflections in y-direction
172;0.000;;DS1;CO6;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
172;;;;;;;
173;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
173;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
173;1.650;;DS1;CO6;0.028;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
173;0.000;1;DS1;CO13;0.031;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
173;0.495;;DS1;CO13;0.046;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
173;1.237;;DS1;CO7;0.098;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
173;0.000;11;DS1;CO8;0.139;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
173;1.650;11;DS1;CO8;0.132;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
173;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
173;1.650;;DS1;CO3;0.491;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
173;1.650;14;DS1;CO18;0.453;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
173;1.650;14;DS1;CO7;0.616;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
173;1.650;;DS1;CO3;0.491;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
173;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
173;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
173;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
173;1.650;;DS1;RC1;0.623;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
173;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
173;0.990;;DS2;RC2;0.100;SE1100.00;Serviceability | Deflections in z-direction
173;0.660;;DS2;CO37;0.002;SE1200.00;Serviceability | Deflections in y-direction
173;0.000;;DS1;CO8;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
173;;;;;;;
174;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
174;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
174;4.000;9;DS1;CO5;1.159;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
174;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
174;2.500;;DS2;CO26;0.617;SE1100.00;Serviceability | Deflections in v-direction
174;2.500;;DS2;CO25;1.734;SE1200.00;Serviceability | Deflections in u-direction
174;0.000;;DS1;CO11;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
174;;;;;;;
175;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
175;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
175;3.500;7;DS1;CO5;0.434;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
175;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
175;2.500;;DS2;CO22;0.319;SE1100.00;Serviceability | Deflections in v-direction
175;2.500;;DS2;CO22;0.892;SE1200.00;Serviceability | Deflections in u-direction
175;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
175;;;;;;;
176;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
176;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
176;1.000;9;DS1;CO7;1.153;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
176;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
176;2.500;;DS2;CO26;0.617;SE1100.00;Serviceability | Deflections in v-direction
176;2.500;;DS2;CO25;1.729;SE1200.00;Serviceability | Deflections in u-direction
176;0.000;;DS1;CO11;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
176;;;;;;;
177;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
177;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
177;1.000;11;DS1;CO6;1.192;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
177;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
177;2.500;;DS2;CO25;0.615;SE1100.00;Serviceability | Deflections in v-direction
177;2.500;;DS2;CO25;1.775;SE1200.00;Serviceability | Deflections in u-direction
177;0.000;;DS1;CO6;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
177;;;;;;;
178;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
178;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
178;1.000;9;DS1;CO7;1.161;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
178;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
178;2.500;;DS2;CO26;0.617;SE1100.00;Serviceability | Deflections in v-direction
178;2.500;;DS2;CO25;1.727;SE1200.00;Serviceability | Deflections in u-direction
178;0.000;;DS1;CO11;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
178;;;;;;;
179;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
179;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
179;1.000;9;DS1;CO7;1.164;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
179;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
179;2.500;;DS2;CO26;0.617;SE1100.00;Serviceability | Deflections in v-direction
179;2.500;;DS2;CO26;1.726;SE1200.00;Serviceability | Deflections in u-direction
179;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
179;;;;;;;
180;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
180;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
180;1.000;11;DS1;CO6;1.167;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
180;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
180;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
180;2.500;;DS2;CO25;1.735;SE1200.00;Serviceability | Deflections in u-direction
180;0.000;;DS1;CO6;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
180;;;;;;;
181;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
181;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
181;1.500;7;DS1;CO7;0.436;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
181;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
181;2.500;;DS2;CO24;0.319;SE1100.00;Serviceability | Deflections in v-direction
181;2.500;;DS2;CO26;0.892;SE1200.00;Serviceability | Deflections in u-direction
181;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
181;;;;;;;
182;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
182;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
182;4.000;9;DS1;CO5;1.149;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
182;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
182;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
182;2.500;;DS2;CO25;1.729;SE1200.00;Serviceability | Deflections in u-direction
182;0.000;;DS1;CO11;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
182;;;;;;;
183;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
183;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
183;4.000;11;DS1;CO6;1.181;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
183;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
183;2.500;;DS2;CO25;0.615;SE1100.00;Serviceability | Deflections in v-direction
183;2.500;;DS2;CO25;1.774;SE1200.00;Serviceability | Deflections in u-direction
183;0.000;;DS1;CO6;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
183;;;;;;;
184;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
184;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
184;4.000;9;DS1;CO5;1.156;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
184;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
184;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
184;2.500;;DS2;CO25;1.727;SE1200.00;Serviceability | Deflections in u-direction
184;0.000;;DS1;CO11;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
184;;;;;;;
185;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
185;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
185;4.000;9;DS1;CO5;1.159;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
